,title,release_date,original_language,genres,budget,revenue,runtime,year
10129,Mutant Chronicles,2008-08-07,en,Action-Adventure-Horror-Science Fiction,8000000.0,2131057.0,111.0,2008
10139,Baby Boy,2001-06-27,en,Crime-Drama-Romance-Thriller,16000000.0,29381649.0,130.0,2001
10142,The Maltese Falcon,1941-10-18,en,Mystery-Crime-Thriller,375000.0,1772000.0,100.0,1941
10144,Fortress,1992-09-30,en,Action-Thriller-Science Fiction,8000000.0,6739141.0,95.0,1992
10150,Serena,2014-10-12,en,Drama,30000000.0,5092129.0,102.0,2014
10153,The House,2017-06-29,en,Comedy,40000000.0,34200000.0,88.0,2017
10158,The Last Song,2010-03-31,en,Drama-Family-Romance,20000000.0,89137047.0,107.0,2010
10161,The Corruptor,1999-03-12,en,Action,25000000.0,15156200.0,110.0,1999
10163,A Chorus Line,1985-12-10,en,Drama-Music,0.0,14202899.0,117.0,1985
10166,The Perfect Game,2009-11-09,en,Drama-Family,12500000.0,3878993.0,118.0,2009
10170,Jade,1995-10-13,en,Thriller-Mystery,50000000.0,9851610.0,95.0,1995
10176,Jesus Christ Superstar,1973-08-15,en,Music-History-Drama,0.0,13200000.0,108.0,1973
10177,Book Club,2018-05-18,en,Comedy-Romance-Drama,10000000.0,78720293.0,104.0,2018
10179,The Powerpuff Girls Movie,2002-07-03,en,Animation-Action-Family,10000000.0,11411644.0,77.0,2002
10182,The Seeker: The Dark Is Rising,2007-10-05,en,Adventure-Drama-Fantasy-Family-Thriller,45000000.0,31852619.0,94.0,2007
10187,The Reaping,2007-04-05,en,Horror,40000000.0,62771059.0,99.0,2007
10190,The Prince,2014-08-22,en,Thriller-Action,18000000.0,1289595.0,93.0,2014
10192,Eye of the Beholder,1999-09-04,en,Mystery-Thriller,15000000.0,17589705.0,109.0,1999
10195,St. Vincent,2014-10-09,en,Comedy,13000000.0,54837234.0,102.0,2014
10200,The Lodgers,2017-10-05,en,Horror-Thriller-Mystery,0.0,916727.0,93.0,2017
10203,Fred Claus,2007-11-03,en,Action-Comedy-Drama,100000000.0,97838349.0,116.0,2007
10209,Waist Deep,2006-06-23,en,Action-Adventure-Drama-Thriller,0.0,21353303.0,97.0,2006
10211,Beyond the Lights,2014-11-14,en,Romance-Drama,7000000.0,14618727.0,116.0,2014
10212,Get Shorty,1995-10-20,en,Comedy-Thriller-Crime,30250000.0,115101622.0,105.0,1995
10213,Boo! A Madea Halloween,2016-10-21,en,Comedy-Horror,20000000.0,74827344.0,103.0,2016
10218,War and Peace,1956-08-21,en,Drama-War-Romance-History,6000000.0,12500000.0,208.0,1956
10226,Grandma,2015-06-04,en,Comedy-Drama,600000.0,7205073.0,78.0,2015
10227,It's Complicated,2009-12-23,en,Comedy-Romance,85000000.0,219103655.0,121.0,2009
10233,On the Basis of Sex,2018-12-25,en,Drama-History,20000000.0,38673750.0,120.0,2018
10236,One Fine Day,1996-12-20,en,Romance-Comedy,0.0,97529550.0,108.0,1996
10239,Tarzan: The Ape Man,1981-08-07,en,Action-Adventure-Comedy,0.0,36565280.0,107.0,1981
10256,3 Ninjas: High Noon at Mega Mountain,1998-04-10,en,Family-Action-Comedy,0.0,375805.0,93.0,1998
10258,The Gallows,2015-07-10,en,Horror-Thriller,100000.0,42964410.0,80.0,2015
10262,An Eye for an Eye,1981-08-14,en,Adventure-Action-Crime,0.0,7680000.0,106.0,1981
10266,DeepStar Six,1989-01-13,en,Action-Horror-Thriller-Science Fiction,8000000.0,8143225.0,105.0,1989
10275,Spellbound,1945-11-08,en,Mystery-Thriller-Romance,1500000.0,7000000.0,111.0,1945
10280,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08,en,Family-Comedy,28000000.0,100654149.0,81.0,2014
10281,The Color of Money,1986-10-17,en,Drama,13800000.0,52293982.0,119.0,1986
10282,A Journal for Jordan,2021-12-22,en,Drama-Romance,0.0,6200000.0,131.0,2021
10284,The Deer Hunter,1978-03-09,en,Drama-War,15000000.0,49000000.0,183.0,1978
10289,Boogeyman,2005-02-04,en,Thriller-Horror-Drama-Mystery,20000000.0,67192859.0,89.0,2005
10296,Supernova,2020-11-20,en,Romance-Drama,0.0,2506542.0,94.0,2020
10299,Imagine Me & You,2005-05-16,en,Drama-Comedy-Romance,0.0,2455831.0,93.0,2005
10308,City of Lies,2018-09-06,en,Crime-Thriller-Drama,0.0,2534122.0,112.0,2018
10315,Keeping Mum,2005-12-02,en,Comedy,169000.0,18564702.0,103.0,2005
10322,Girl with a Pearl Earring,2003-12-12,en,Drama-Romance,0.0,31466789.0,101.0,2003
10323,Norm of the North,2016-01-14,en,Adventure-Animation-Comedy-Family,7000000.0,17062499.0,86.0,2016
10324,Proof,2005-09-05,en,Drama-Mystery,20000000.0,7535331.0,101.0,2005
10327,Fighting,2009-04-24,en,Action,0.0,32474120.0,105.0,2009
10328,Anthropoid,2016-08-12,en,History-Thriller-War,0.0,4600000.0,120.0,2016
10329,The Death and Life of Bobby Z,2007-07-23,en,Drama-Action-Thriller-Crime,22000000.0,413454.0,97.0,2007
10330,Niagara,1953-01-26,en,Thriller,1250000.0,8500000.0,92.0,1953
10331,Star Trek: Generations,1994-11-18,en,Science Fiction-Action-Adventure-Thriller,38000000.0,120000000.0,118.0,1994
10332,In Hell,2003-11-24,en,Action,17000000.0,293671.0,96.0,2003
10335,The Lizzie McGuire Movie,2003-05-02,en,Family-Comedy,17000000.0,55534455.0,94.0,2003
10336,SLC Punk,1998-09-24,en,Comedy-Drama-Crime-Music,0.0,299200.0,97.0,1998
10342,The Big Sick,2017-03-30,en,Comedy-Drama-Romance,5000000.0,56303596.0,120.0,2017
10347,Risky Business,1983-08-05,en,Romance-Comedy-Drama,6200000.0,63541777.0,98.0,1983
10351,Beirut,2018-04-11,en,Action-Thriller-Drama,0.0,7509436.0,110.0,2018
10354,Bad Girls,1994-04-22,en,Romance-Western,0.0,15240435.0,99.0,1994
10356,Ad Astra,2019-09-17,en,Science Fiction-Drama,87500000.0,127461872.0,123.0,2019
10361,School Ties,1992-09-18,en,Drama,0.0,14715067.0,106.0,1992
10363,Winter's Bone,2010-06-11,en,Drama-Mystery,2000000.0,13831503.0,101.0,2010
10364,Clash of the Titans,1981-06-12,en,Action-Adventure-Fantasy-Romance,12000000.0,41092328.0,118.0,1981
10366,The Alamo,1960-10-23,en,Western,12000000.0,7900000.0,167.0,1960
10369,Scrooged,1988-11-22,en,Fantasy-Comedy-Drama,32000000.0,60328558.0,101.0,1988
10372,Message in a Bottle,1999-02-22,en,Romance-Drama,80000000.0,118880016.0,131.0,1999
10373,Exotica,1994-11-30,en,Drama-Mystery,2000000.0,4221036.0,104.0,1994
10374,Darkman,1990-08-24,en,Action-Science Fiction-Thriller,16000000.0,48878502.0,95.0,1990
10375,Boogeyman 2,2007-10-20,en,Horror-Thriller,4500000.0,1798418.0,93.0,2007
10377,Absolute Power,1997-02-14,en,Crime-Drama-Action,50000000.0,50068310.0,121.0,1997
10381,Orgazmo,1998-07-02,en,Comedy,1000000.0,602302.0,94.0,1998
10382,Ramona and Beezus,2010-07-23,en,Comedy-Family,15000000.0,27293743.0,103.0,2010
10393,Showtime,2002-03-14,en,Action-Comedy,85000000.0,77885672.0,95.0,2002
10397,Legends of Oz: Dorothy's Return,2014-05-08,en,Animation-Family-Fantasy,70000000.0,18662027.0,88.0,2014
10403,Fanboys,2009-02-06,en,Adventure-Comedy,0.0,948753.0,90.0,2009
10405,Benji,2018-03-16,en,Drama-Comedy-Family-Crime,6000000.0,585333.0,87.0,2018
10416,Without a Paddle,2004-08-20,en,Comedy-Action-Adventure-Thriller,19000000.0,69631118.0,95.0,2004
10418,The Sisterhood of the Traveling Pants,2005-06-01,en,Drama-Comedy,25000000.0,39053061.0,119.0,2005
10427,The Piano,1993-05-19,en,Drama-Romance,7000000.0,40185556.0,121.0,1993
10429,Made of Honor,2008-04-30,en,Comedy-Romance,40000000.0,106407672.0,101.0,2008
10431,Hell & Back,2015-10-02,en,Fantasy-Comedy-Animation-Adventure,0.0,157768.0,86.0,2015
10432,The Descendants,2011-09-09,en,Comedy-Drama,20000000.0,177243185.0,115.0,2011
10433,Little Man Tate,1991-09-06,en,Drama-Family,10000000.0,25010896.0,99.0,1991
10435,The Ward,2010-09-13,en,Horror-Thriller,10000000.0,5343820.0,88.0,2010
10437,We Die Young,2019-05-09,en,Drama-Action-Crime-Thriller,4000000.0,143837.0,93.0,2019
10438,Judgment at Nuremberg,1961-12-18,en,Drama-History-War,3000000.0,10000000.0,179.0,1961
10439,Hollow Point,2019-06-13,en,Action,0.0,1000000.0,90.0,2019
10441,House of 1000 Corpses,2003-04-11,en,Horror-Crime,7000000.0,17949758.0,89.0,2003
10442,Mass,2021-10-08,en,Drama,0.0,131357.0,111.0,2021
10443,Serendipity,2001-10-05,en,Comedy-Romance-Drama,28000000.0,77516304.0,90.0,2001
10450,Duplicity,2009-03-18,en,Romance-Comedy-Crime,60000000.0,78176181.0,125.0,2009
10451,Cat Ballou,1965-06-24,en,Comedy-Romance-Western,0.0,20666667.0,97.0,1965
10452,Buffalo '66,1998-01-20,en,Drama-Romance-Comedy,1500000.0,2375097.0,110.0,1998
10454,Midnight in the Garden of Good and Evil,1997-11-21,en,Crime-Drama-Mystery-Thriller,35000000.0,25105255.0,155.0,1997
10460,The Man with One Red Shoe,1985-07-18,en,Action-Comedy,16000000.0,8645411.0,90.0,1985
10462,Kickboxer 2: The Road Back,1991-01-30,en,Action-Adventure,89.0,1250712.0,89.0,1991
10463,"Roman J. Israel, Esq.",2017-11-17,en,Drama-Crime-Thriller,22000000.0,13025860.0,122.0,2017
10464,D-Tox,2002-01-04,en,Action-Thriller-Horror,55000000.0,6632383.0,96.0,2002
10465,Cannonball Run II,1984-06-29,en,Action-Comedy,0.0,28078073.0,108.0,1984
10468,Glory Road,2006-01-13,en,Drama-History,0.0,42647449.0,118.0,2006
10473,Out of Africa,1985-12-20,en,History-Romance-Drama,31000000.0,227514205.0,161.0,1985
10474,This Is It,2009-10-28,en,Music-Documentary,60000000.0,261200000.0,111.0,2009
10475,Frida,2002-08-29,en,Drama-Romance,12000000.0,56298474.0,123.0,2002
10483,Copycat,1995-05-03,en,Thriller-Crime,20000000.0,32000000.0,124.0,1995
10487,Pope Joan,2009-10-22,en,Drama,0.0,28748076.0,149.0,2009
10490,Land,2021-02-12,en,Drama,0.0,2375190.0,89.0,2021
10498,Desert Hearts,1985-10-01,en,Drama-Romance,350000.0,2400000.0,91.0,1985
10504,Taps,1981-12-20,en,War-Drama,14000000.0,35856053.0,126.0,1981
10507,Smokey and the Bandit Part 3,1983-08-12,en,Action-Comedy-Crime,9000000.0,7000000.0,85.0,1983
10511,The Bookshop,2017-11-10,en,Drama,5400000.0,12055868.0,110.0,2017
10513,St. Trinian's,2007-12-21,en,Comedy-Family-Science Fiction,14000000.0,29100000.0,101.0,2007
10514,When the Game Stands Tall,2014-08-22,en,Drama,15000000.0,30127963.0,115.0,2014
10518,The Brothers Bloom,2008-09-09,en,Adventure-Comedy-Drama-Romance,20000000.0,5530764.0,114.0,2008
10521,Don't Say a Word,2001-09-28,en,Thriller-Mystery,50000000.0,100020092.0,113.0,2001
10523,Eye in the Sky,2016-03-10,en,Drama-Thriller-War,13000000.0,18704595.0,102.0,2016
10526,The Eyes of Tammy Faye,2021-09-17,en,Drama-History,0.0,2404127.0,126.0,2021
10527,The Greatest Story Ever Told,1965-02-15,en,Drama-History,20000000.0,15473333.0,199.0,1965
10528,Traitor,2008-08-23,en,Drama-Action-Thriller-Crime,22000000.0,23530831.0,114.0,2008
10531,Blue Valentine,2010-12-16,en,Drama-Romance,1000000.0,15440333.0,112.0,2010
10537,Attack the Block,2011-05-12,en,Action-Comedy-Science Fiction,14350531.0,3964682.0,88.0,2011
10539,The Hunchback of Notre Dame,1939-12-29,en,Drama-Romance-Horror,1800000.0,6877900.0,117.0,1939
10544,The Last Mimzy,2007-02-09,en,Drama-Science Fiction-Adventure,0.0,27308918.0,94.0,2007
10552,Black Widow,1987-02-06,en,Mystery-Thriller,10500000.0,25205460.0,102.0,1987
10554,Pumpkinhead,1988-06-09,en,Fantasy-Horror,3500000.0,4385516.0,86.0,1988
10556,Savages,2012-07-06,en,Crime-Drama-Thriller,45000000.0,82966152.0,131.0,2012
10562,Inland Empire,2006-09-06,en,Mystery-Thriller-Horror,15000000.0,4045770.0,180.0,2006
10563,Innerspace,1987-06-30,en,Action-Comedy-Science Fiction,27000000.0,25893810.0,120.0,1987
10564,Catch-22,1970-06-24,en,War-Comedy-Drama,18000000.0,24911670.0,121.0,1970
10565,Ernest Saves Christmas,1988-11-11,en,Comedy-Family,6000000.0,28202109.0,95.0,1988
10566,A Good Year,2006-09-09,en,Comedy-Drama-Romance,35000000.0,42064105.0,117.0,2006
10570,Cop Car,2015-01-24,en,Thriller,0.0,134552.0,86.0,2015
10578,Doctor Dolittle,1967-12-05,en,Comedy-Family-Fantasy,18000000.0,9000000.0,152.0,1967
10582,To Die For,1995-09-22,en,Drama-Comedy-Crime,20000000.0,21284514.0,106.0,1995
10587,The Dead Pool,1988-04-14,en,Action-Crime-Thriller,20000000.0,37903295.0,91.0,1988
10589,The Secret Garden,2020-07-08,en,Family-Fantasy-Drama,0.0,889816.0,99.0,2020
10591,Are We Done Yet?,2007-04-04,en,Family-Comedy,0.0,58400000.0,92.0,2007
10595,Miller's Crossing,1990-09-21,en,Drama-Thriller-Crime,14000000.0,5080409.0,115.0,1990
10597,The Chase,1994-03-04,en,Adventure-Comedy-Action-Crime,26000000.0,8009329.0,89.0,1994
10598,Black Christmas,1974-10-11,en,Horror-Mystery-Thriller,620000.0,4053000.0,98.0,1974
10599,Blame It on Rio,1984-02-17,en,Comedy-Romance,9000000.0,18644570.0,100.0,1984
10601,Man-Thing,2005-04-21,en,Action-Fantasy-Horror,5000000.0,1123136.0,97.0,2005
10607,Hot Tub Time Machine 2,2015-02-20,en,Comedy,36000000.0,64780213.0,93.0,2015
10609,Hobo with a Shotgun,2011-05-06,en,Crime-Action-Thriller,3000000.0,748453.0,86.0,2011
10611,Blackfish,2013-06-07,en,Documentary,0.0,2063312.0,83.0,2013
10616,Pump Up the Volume,1990-08-22,en,Music-Drama,0.0,11500000.0,105.0,1990
10622,Drive Me Crazy,1999-10-01,en,Comedy-Drama-Romance,8000000.0,22593409.0,91.0,1999
10624,A Most Wanted Man,2014-07-25,en,Thriller,15000000.0,31554855.0,121.0,2014
10626,A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,en,Horror-Thriller,4000000.0,44800000.0,96.0,1987
10629,The Ramen Girl,2008-02-08,en,Romance-Comedy-Drama,3200000.0,179590.0,102.0,2008
10630,Finding Neverland,2004-10-17,en,Drama,25000000.0,116766556.0,106.0,2004
10631,Another Gay Movie,2006-04-28,en,Comedy-Romance,500000.0,745327.0,92.0,2006
10634,Psycho II,1983-06-03,en,Horror-Mystery-Thriller,5000000.0,34725000.0,113.0,1983
10635,The Last Black Man in San Francisco,2019-06-07,en,Drama,0.0,2975184.0,121.0,2019
10637,976-EVIL,1988-12-09,en,Horror,0.0,2955917.0,92.0,1988
10640,"Tomorrow, When the War Began",2010-08-08,en,Action-Adventure-Drama,27000000.0,16504936.0,103.0,2010
10646,The Conversation,1974-04-07,en,Crime-Drama-Mystery,1600000.0,4794457.0,114.0,1974
10648,Lord of the Flies,1990-03-16,en,Adventure-Drama-Thriller,0.0,13985225.0,91.0,1990
10656,The Private Life of Sherlock Holmes,1970-10-29,en,Mystery-Comedy-Crime-Adventure-History,10000000.0,1500000.0,125.0,1970
10659,Virtuosity,1995-08-04,en,Action-Crime-Science Fiction-Thriller,30000000.0,24048000.0,106.0,1995
10664,Trance,2013-03-27,en,Thriller-Crime-Drama-Mystery,20000000.0,24300000.0,101.0,2013
10665,Waterloo,1970-10-26,en,History-Action-Drama-War,25000000.0,3052000.0,134.0,1970
10666,The To Do List,2013-07-24,en,Comedy-Romance,1500000.0,3566225.0,104.0,2013
10668,Stay,2005-09-24,en,Mystery-Thriller-Drama,50000000.0,8342132.0,99.0,2005
10670,Dead Presidents,1995-09-29,en,Action-Crime,10000000.0,24100000.0,119.0,1995
10671,Casanova,2005-12-25,en,Adventure-Comedy-Drama-Romance,0.0,37691644.0,112.0,2005
10672,Dead Man Walking,1995-12-29,en,Drama,11000000.0,39363635.0,122.0,1995
10673,Ocean's Eleven,1960-08-10,en,Crime-Comedy-Music,0.0,2800000.0,127.0,1960
10683,Vantage Point,2008-02-01,en,Drama-Action-Thriller-Crime,40000000.0,151161491.0,90.0,2008
10686,Timecop,1994-09-15,en,Thriller-Science Fiction-Action-Crime,27000000.0,101646581.0,99.0,1994
10697,BloodRayne,2005-10-22,en,Action-Fantasy-Horror,25000000.0,3650275.0,99.0,2005
10706,Red Rocket,2021-12-10,en,Comedy-Drama,1100000.0,2200000.0,130.0,2021
10714,The Farewell,2019-07-12,en,Comedy-Drama,250300.0,23076657.0,100.0,2019
10716,The Tenant,1976-05-26,en,Thriller-Horror,0.0,5100000.0,126.0,1976
10721,Honk for Jesus. Save Your Soul.,2022-09-02,en,Comedy,0.0,2144225.0,98.0,2022
10722,Victor Frankenstein,2015-11-10,en,Drama-Science Fiction-Thriller,40000000.0,34227298.0,109.0,2015
10726,Cop Out,2010-02-26,en,Action-Comedy-Crime,30000000.0,55583804.0,107.0,2010
10731,Precious Cargo,2016-07-15,en,Action-Crime-Thriller,10500000.0,100659.0,99.0,2016
10733,Dinner for Schmucks,2010-07-30,en,Comedy,69000000.0,86387857.0,114.0,2010
10741,Rules Don't Apply,2016-11-23,en,Romance-Comedy-Drama,25000000.0,3885342.0,127.0,2016
10742,The Whole Ten Yards,2004-04-07,en,Comedy-Thriller-Crime,40000000.0,26155781.0,98.0,2004
10746,Nim's Island,2008-04-03,en,Adventure-Comedy-Family-Fantasy,37000000.0,100076342.0,96.0,2008
10750,Imagine That,2009-06-19,en,Comedy-Family,55000000.0,23000000.0,107.0,2009
10753,Doc Hollywood,1991-08-02,en,Comedy-Romance,20000000.0,54830779.0,104.0,1991
10754,Last Knights,2015-04-03,en,Action-Adventure,40000000.0,3643591.0,115.0,2015
10756,Buried,2010-09-24,en,Drama-Thriller-Mystery,1987650.0,19152480.0,94.0,2010
10764,The Last Starfighter,1984-07-13,en,Adventure-Science Fiction-Action,15000000.0,28733290.0,101.0,1984
10767,Steve Jobs,2015-10-09,en,Drama-History,30000000.0,34441873.0,122.0,2015
10768,"Hail, Caesar!",2016-02-05,en,Comedy-Drama-Mystery,22000000.0,63647656.0,106.0,2016
10771,The Adventures of Robin Hood,1938-05-13,en,Adventure-Romance-History,2033000.0,3981000.0,102.0,1938
10772,StarDog and TurboCat,2019-12-06,en,Animation-Comedy-Family,2100000.0,585443.0,88.0,2019
10773,Appaloosa,2008-09-19,en,Drama-Western-Crime,20000000.0,20211394.0,115.0,2008
10777,Bigfoot Family,2020-07-23,en,Animation-Adventure-Family,17520000.0,10855626.0,97.0,2020
10779,What's Love Got to Do with It,1993-06-09,en,Drama-Music-History,15000000.0,39100000.0,118.0,1993
10783,Hysteria,2011-06-06,en,Comedy-Romance,0.0,9504139.0,100.0,2011
10788,Bachelorette,2012-01-23,en,Comedy-Romance,3000000.0,11947954.0,87.0,2012
10790,The Seven Year Itch,1955-06-03,en,Comedy-Romance,1800000.0,12000000.0,100.0,1955
10794,High-Rise,2015-11-22,en,Drama,0.0,4289074.0,119.0,2015
10803,The English Teacher,2013-05-16,en,Comedy-Drama-Romance,0.0,104810.0,91.0,2013
10805,The Day of the Jackal,1973-05-15,en,Action-Thriller,0.0,16056255.0,143.0,1973
10813,Delivery Man,2013-10-10,en,Comedy,26000000.0,51164106.0,105.0,2013
10817,Space Chimps,2008-06-25,en,Animation-Family-Adventure-Comedy-Science Fiction,37000000.0,64762724.0,81.0,2008
10834,The Switch,2010-05-11,en,Comedy-Romance-Drama,19000000.0,49830607.0,101.0,2010
10836,Romance & Cigarettes,2005-09-13,en,Comedy-Music-Romance,0.0,2945242.0,105.0,2005
10843,To Have and Have Not,1945-01-20,en,Adventure-Romance-War,0.0,3650000.0,100.0,1945
10844,Logan's Run,1976-06-23,en,Action-Science Fiction,9000000.0,25000000.0,119.0,1976
10849,The Hours,2002-12-27,en,Drama,25000000.0,41597830.0,114.0,2002
10851,The Endless,2017-11-05,en,Science Fiction-Horror-Thriller,1000000.0,956425.0,112.0,2017
10859,The 100 Candles Game,2020-11-13,en,Horror,0.0,252494.0,100.0,2020
10862,Sling Blade,1996-08-30,en,Drama,1200000.0,34100000.0,135.0,1996
10863,The Rising Hawk,2019-10-10,en,Action-History-Drama,2900000.0,1560697.0,110.0,2019
10866,My Own Private Idaho,1991-02-01,en,Drama,2500000.0,6401336.0,104.0,1991
10868,Frantic,1988-02-16,en,Thriller-Crime-Mystery,20000000.0,17637950.0,120.0,1988
10871,Soylent Green,1973-04-18,en,Science Fiction-Thriller,0.0,3600000.0,97.0,1973
10873,The Bachelors,2017-10-20,en,Comedy-Drama-Romance,0.0,106212.0,99.0,2017
10880,Starsky & Hutch,2004-03-05,en,Comedy-Crime,60000000.0,170268750.0,101.0,2004
10881,Waitress,2007-05-25,en,Drama-Comedy-Romance,1500000.0,22240529.0,108.0,2007
10882,Lady in the Water,2006-07-20,en,Drama-Fantasy-Mystery,70000000.0,72785169.0,110.0,2006
10886,The Lords of Flatbush,1974-05-01,en,Drama,160000.0,4000000.0,86.0,1974
10898,The Informers,2008-11-05,en,Drama,18000000.0,382174.0,98.0,2008
10899,Cabin Fever,2003-08-15,en,Horror,1500000.0,30553395.0,93.0,2003
10900,After the Sunset,2004-11-12,en,Action-Comedy-Crime-Drama,60000000.0,61347797.0,97.0,2004
10901,Brooklyn's Finest,2010-03-04,en,Crime-Drama-Thriller,17000000.0,45719985.0,133.0,2010
10904,The Walk,2015-09-30,en,Adventure-Drama-Thriller-History,35000000.0,61181942.0,123.0,2015
10907,The Beach Bum,2019-03-21,en,Comedy,5000000.0,4554065.0,95.0,2019
10918,Black Christmas,2019-12-11,en,Horror-Mystery-Thriller,5000000.0,18529730.0,92.0,2019
10926,88 Minutes,2007-02-14,en,Crime-Mystery-Thriller,30000000.0,32593385.0,108.0,2007
10930,Wimbledon,2004-09-13,en,Comedy-Romance,31000000.0,41512007.0,98.0,2004
10933,Detroit,2017-07-28,en,Crime-Drama-Thriller-History,34000000.0,23355100.0,143.0,2017
10934,Lost Souls,2000-10-13,en,Horror-Thriller,50000000.0,31355910.0,97.0,2000
10935,The Ottoman Lieutenant,2017-03-10,en,Romance-Drama-War,40000000.0,413844.0,111.0,2017
10936,The Great Gatsby,1974-03-27,en,Drama-Romance,6500000.0,26533200.0,144.0,1974
10939,The Age of Innocence,1993-09-10,en,Drama-Romance,34000000.0,32255440.0,139.0,1993
10942,Van Wilder 2: The Rise of Taj,2006-12-01,en,Comedy,0.0,6086508.0,97.0,2006
10946,Mini's First Time,2006-07-14,en,Comedy-Crime-Drama,6000000.0,156318.0,91.0,2006
10948,Flatliners,1990-08-10,en,Drama-Science Fiction-Horror,26000000.0,61489265.0,115.0,1990
10949,Stargate: The Ark of Truth,2008-03-11,en,Adventure-Science Fiction-TV Movie,7000000.0,8900000.0,101.0,2008
10953,The Sentinel,2006-04-19,en,Action-Thriller-Crime,60000000.0,78810595.0,108.0,2006
10954,Little Manhattan,2005-09-26,en,Comedy-Romance,385373.0,1117920.0,84.0,2005
10958,Boyhood,2014-06-05,en,Drama,4000000.0,48137666.0,166.0,2014
10960,Novitiate,2017-10-27,en,Drama,0.0,580346.0,123.0,2017
10962,Strictly Ballroom,1992-08-20,en,Comedy-Drama-Romance,3000000.0,33946224.0,94.0,1992
10963,Club Dread,2004-02-27,en,Comedy-Horror,8500000.0,5001655.0,104.0,2004
10967,The Concorde... Airport '79,1979-08-17,en,Action-Drama-Thriller,14000000.0,13015688.0,123.0,1979
10969,Turner & Hooch,1989-07-28,en,Action-Comedy-Thriller-Crime-Family,13000000.0,71079915.0,100.0,1989
10973,Mighty Aphrodite,1995-09-13,en,Comedy-Romance,15000000.0,6700000.0,95.0,1995
10975,Frankie and Johnny,1991-10-11,en,Drama-Romance-Comedy,29000000.0,22773535.0,118.0,1991
10978,Far from the Madding Crowd,2015-04-23,en,Drama-Romance,0.0,30229977.0,119.0,2015
10980,Team America: World Police,2004-10-10,en,Adventure-Action-Comedy,32000000.0,50907422.0,98.0,2004
10982,Herbie Goes Bananas,1980-06-25,en,Fantasy-Comedy-Family-Adventure,0.0,18000000.0,110.0,1980
10993,House of the Dead,2003-04-11,en,Horror-Action-Thriller,12000000.0,13818181.0,90.0,2003
10997,The Back-Up Plan,2010-04-23,en,Comedy-Romance,35000000.0,77477008.0,106.0,2010
10998,Cirque du Soleil: Worlds Away,2012-11-09,en,Fantasy-Family-Music-Drama,0.0,34153101.0,91.0,2012
11001,Extraordinary Measures,2010-01-21,en,Drama,31000000.0,15134293.0,105.0,2010
11005,All About Steve,2009-09-04,en,Comedy,15000000.0,40105542.0,99.0,2009
11017,The Best Exotic Marigold Hotel,2011-11-28,en,Drama-Comedy,10000000.0,136836156.0,124.0,2011
11022,Young Adult,2011-11-11,en,Comedy-Drama,12000000.0,22939027.0,94.0,2011
11031,The Boss,2016-04-07,en,Comedy,29000000.0,78636257.0,91.0,2016
11033,Waves,2019-11-15,en,Romance-Drama,6000000.0,2576990.0,135.0,2019
11037,Great Expectations,2012-11-30,en,Drama-Romance,0.0,258656.0,128.0,2012
11039,Captain Corelli's Mandolin,2001-04-18,en,Drama-Romance-War,57000000.0,62112895.0,131.0,2001
11043,Ghosts of Mars,2001-08-24,en,Action-Horror-Science Fiction,28000000.0,14010832.0,98.0,2001
11044,Prom,2011-04-29,en,Comedy-Romance,8000000.0,10130000.0,104.0,2011
11049,Crossroads,1986-03-14,en,Drama-Music-Mystery-Romance,0.0,5738952.0,99.0,1986
11052,The Last Full Measure,2020-01-23,en,War-Drama,20000000.0,3364426.0,110.0,2020
11053,Everyone's Hero,2006-08-04,en,Adventure-Animation-Comedy-Family,35000000.0,16627188.0,87.0,2006
11054,Raising Cain,1992-08-07,en,Horror-Drama-Thriller-Crime,12000000.0,37170057.0,92.0,1992
11058,Song to Song,2017-03-17,en,Drama-Romance-Music,10000000.0,1710528.0,129.0,2017
11060,In the Name of the Father,1993-12-12,en,Drama,13000000.0,65796862.0,133.0,1993
11062,Mulholland Falls,1996-04-26,en,Drama-Mystery-Thriller-Crime,0.0,11526099.0,107.0,1996
11063,Creature from the Black Lagoon,1954-03-05,en,Adventure-Horror-Science Fiction,0.0,1300000.0,79.0,1954
11065,Long Time Dead,2002-01-18,en,Horror-Thriller,0.0,13102295.0,94.0,2002
11069,Bad Company,2002-06-07,en,Action-Adventure-Comedy-Thriller,70000000.0,65977295.0,116.0,2002
11071,Watership Down,1978-10-14,en,Adventure-Animation-Drama,1000000.0,3713768.0,88.0,1978
11072,Coffee and Cigarettes,2003-09-05,en,Comedy-Drama,0.0,7897645.0,96.0,2003
11073,Thunderbirds,2004-07-23,en,Action-Adventure-Comedy-Family-Fantasy-Science Fiction,57000000.0,28283637.0,95.0,2004
11076,The Santa Clause 2,2002-10-31,en,Fantasy-Comedy-Family,65000000.0,172842355.0,104.0,2002
11082,Virus,1999-01-14,en,Horror-Action-Science Fiction,75000000.0,30700000.0,99.0,1999
11085,Practical Magic,1998-10-16,en,Romance-Comedy-Fantasy,75000000.0,46733235.0,104.0,1998
11088,Ghost Stories,2018-01-20,en,Horror-Drama,0.0,135095.0,98.0,2018
11090,Ladies in Lavender,2004-11-12,en,Drama-Romance,0.0,20377075.0,104.0,2004
11092,Think Like a Dog,2020-08-06,en,Family-Comedy-Drama,0.0,1239498.0,91.0,2020
